0xde86005,16metalgroan01
0xa4b95b4f,sbdroidfp_rifle_run
0x98f8c8d,sbdroidfp_rifle_shoot
0x3d5c85b,scanlines
0xa8fbfcb2,scroll_shader
0xb1109e90,sd_engine_amb
0x87919d22,seal_all
0x12fb16fc,seal_cis
0x2225ed09,seal_imp
0xd03862d6,seal_rep
0x96e545aa,secura_hero_pc_com_backup
0xaf91a33c,secura_hero_pc_com_backup_inVehicle
0x78b44145,secura_hero_pc_com_clear_area
0xec4e10e3,secura_hero_pc_com_clear_area_inVehicle
0x9038fdcc,secura_hero_pc_com_defend
0xd1f626be,secura_hero_pc_com_defend_inVehicle
0x7fbcf9aa,secura_hero_pc_com_hostile
0x4e98f73c,secura_hero_pc_com_hostile_inVehicle
0xbf8ac116,secura_hero_pc_com_mechanic
0xa76ac2f8,secura_hero_pc_com_mechanic_inVehicle
0x2c6b1a37,secura_hero_pc_com_transport
0xee90d0a5,secura_hero_pc_com_transport_inVehicle
0x89550882,securityroom
0x2762a331,serverroom
0x21b125eb,setup_teams
0xe0aba33a,sfx_amb_drip_echo_loop
0x8c6363a5,sfx_amb_drip_echo_lp_bck
0x97643c59,sfx_amb_drip_echo_lp_fnt
0x5070dcf3,sfx_amb_drip_echo_lp_PL2
0x716a8dae,sfx_amb_ewokHorn_01_bck
0xfca8d5a2,sfx_amb_ewokHorn_01_fnt
0x75831b7c,sfx_amb_ewokHorn_01_PL2
0x1eee46e1,sfx_amb_ewokHorn_02_bck
0xcce5b57d,sfx_amb_ewokHorn_02_fnt
0xbe9d1157,sfx_amb_ewokHorn_02_PL2
0x5b151c,sfx_amb_ewokHorn_03_bck
0x6925201c,sfx_amb_ewokHorn_03_fnt
0xef0da5c2,sfx_amb_ewokHorn_03_PL2
0x746b1543,sfx_amb_generator_hum_loop
0x3f316179,sfx_amb_lava_loop
0x7ab8944b,sfx_amb_pumpfact_loop
0x91e1512b,sfx_amb_refinery_loop
0x48c2bd04,sfx_amb_signal_horn_01
0x1d2b8915,sfx_amb_volcano_loop
0xfefa0b09,sfx_flame_burst_01
0x5cf2503e,sfx_flame_burst_02
0x8713c0f2,sfx_geyser_vent
0xa010329,sfx_lake_ignite
0x3705fb06,sfx_parts_rack_loop
0xd0debb71,sfx_pod_airbrakes_off
0xda6d5c1d,sfx_pod_airbrakes_on
0xd7c7ff98,sfx_pod_ani_buzzy_b_loop
0x4cd49de0,sfx_pod_ani_flaps_a
0xf6d1d7e7,sfx_pod_ani_flaps_b
0x7c9c27bd,sfx_pod_ani_shift1
0xfa949f52,sfx_pod_ani_shift2
0x1c97136f,sfx_pod_ani_shift3
0x7a8f58a4,sfx_pod_ani_shift4
0x9491c029,sfx_pod_ani_shift5
0x183ab3be,sfx_pod_ani_thrusters_a
0xba426e89,sfx_pod_ani_thrusters_b
0xefa6c8df,sfx_pod_binder_activate_a
0xe6bea27,sfx_pod_binder_start_b
0x45847504,sfx_pod_coolant_spray_loop
0x68943191,sfx_pod_coolant_spray_on
0x374e0c,sfx_pod_flamethrower_loop
0x22778c69,sfx_pod_flamethrower_on
0xc023cb92,sfx_pod_flare_fire
0xf76bc684,sfx_pod_jet_steady_loop
0xb8a52588,sfx_pod_maw_fast_loop
0x534be87,sfx_pod_slide_down
0xde6c73cc,sfx_pod_slide_up
0x774491df,sfx_pod_wizby1
0xed478a38,sfx_pod_wizby2
0x174a0aed,sfx_pod_wizby3
0x2d1cc8da,sfx_poof1
0x8f241ee5,sfx_poof2
0x25213970,sfx_poof3
0xa7153a23,sfx_poof4
0x4df12d59,sfx_rusty_creaks_loop
0xa9b1eba6,sfx_start_beep
0x5fc13204,sfx_start_game
0x887c1617,sfx_vox_bantha_a
0x9e7e7750,sfx_vox_bantha_b
0x88809345,sfx_vox_bantha_c
0xc6eb27f4,sfx_vox_tauntaun_b
0xa0ed2ab9,sfx_vox_tauntaun_c
0x9208eb0d,sfx_weapon_tusken_gun
0x340d0831,shaders
0x340d0831,Shaders
0xaa40d090,shadowquad_shader
0x62e06f4f,shaft
0x49b172da,shaft_bump
0xb7417e59,shared_turret_chair
0x51bff7b1,SHELL
0x51bff7b1,shell
0x977b0a0a,shell_auditionSFX
0xf7cd12e0,shell_auditionVO
0x1e384f5f,shell_clash
0xe4114186,shell_clonewars
0xff694ce1,shell_closing
0x2d751a77,shell_cube
0xd4c99acb,shell_droidinvasion
0x197022a3,shell_ep1_droid_invasion
0xe60ebfeb,shell_ep1_duel_of_the_fates
0xa6a13080,shell_ep2_clonewars
0x25dfed9c,shell_ep3_battle_of_heroes
0x508e1ea2,shell_ep5_clash
0x7661c110,shell_ep5_imperial_march
0xe149a6ff,shell_ep6_endor_battle
0xc411e8ae,shell_galacticconquest
0x8bf5f6c,shell_game_enter_l
0x88887bf2,shell_game_enter_r
0x3afbf298,shell_imperialmarch
0x41f66671,shell_interface
0x5224e067,shell_keyboard_backspace
0xa6c7d94f,shell_keyboard_key
0x91388204,shell_main1
0x2b35a2db,shell_main2
0x331e474,shell_menu_accept
0xff2ab902,shell_menu_cancel
0x6ebe6ce,shell_menu_enter
0xcdc8ac0e,shell_menu_error
0x1ab91eec,shell_menu_exit
0xa2c69ea3,shell_metagame_select_error
0x6c7a6585,shell_metagame_select_ok
0xb554d02b,shell_movies
0xcba9edc9,shell_music
0x2aec2a8a,shell_planetholo
0x9923f7cb,shell_select_change
0xa68f579d,shell_select_unit
0xf7db8166,shell_soundtrack
0x44760eac,shell_suball1
0xde732f83,shell_suball2
0xfb58c94e,shell_subcis1
0x5d601f59,shell_subcis2
0x32928e35,shell_subimp1
0x108b9cea,shell_subimp2
0xe96564,shell_subrep1
0x1ae74fbb,shell_subrep2
0xb853c3f7,shell_subtitles
0xfcdab6d9,shell_tab
0x3a882f16,shell_transition1
0xd8498076,shell_transition10
0xab1c724e,shell_transition10_left
0x9d1a68fd,shell_transition10_right
0x5c4126e,shell_transition1_left
0x35757f9d,shell_transition1_right
0xbc8fb781,shell_transition2
0xd149bf97,shell_transition2_left
0x290f4c16,shell_transition2_right
0xc28d825c,shell_transition3
0x5c042e0,shell_transition3_left
0x5cd12b47,shell_transition3_right
0x44950ac7,shell_transition4
0x66586f99,shell_transition4_left
0x7b90c800,shell_transition4_right
0x229296aa,shell_transition5
0xa97066b2,shell_transition5_left
0xdc8bf329,shell_transition5_right
0x449987f5,shell_transition6
0x68b1968b,shell_transition6_left
0x570798d2,shell_transition6_right
0x1a970740,shell_transition7
0x6f6bc1c4,shell_transition7_left
0xd7d65cc3,shell_transition7_right
0x3c76e91b,shell_transition8
0x9e088efd,shell_transition8_left
0x50054d9c,shell_transition8_right
0x1a7474fe,shell_transition9
0xcf44e266,shell_transition9_left
0x2d2aa175,shell_transition9_right
0xf146f65a,shell_transition_template
0x450837e2,shell_ui
0x791a7801,shell_vo
0x4db6bd0d,shellfr
0x92e7b26e,shellfre
0x2dc59537,shellfx
0xf53977dd,shellger
0x37156d3e,shellgr
0x1853180a,shellit
0x955746ef,shellita
0xf83557de,shellmovies
0x61f0c7e6,shellmusic
0xd97c97bc,SHELLPAL
0xd97c97bc,shellpal
0x2d4f4964,SHELLPS2
0xf00ef488,shellsp
0xadfb7f9,shellspa
0xd5d3d76d,shelluk
0x4a6b4bc1,shellvo_template
0x9b574d6e,shield
0xa9d74969,shield_hum
0xbd03702f,shield_impact_large
0xeb211eb7,shield_impact_small
0xac7c712e,shield_shader
0x9d481c2d,shieldgen_amb
0xc40f8ff9,shieldgen_fanmotor
0xd192049,shieldgenroom
0xd3f249cd,shift_up
0x9a787d01,shimmer_waves
0xb5c0363a,Ship_exp01
0x17c78c45,Ship_exp02
0xa4cba6a7,ship_explosion
0x56cd204c,shipGun2a-01
0x70cb0aa3,shipGun2a-02
0x4ec89686,shipGun2a-03
0x61ca8bf8,shorthall
0xab2b4ee1,shutdown_hard
0x2f225beb,shutdown_heavy
0x1feed0b2,shutdown_soft
0xe6f0306f,shutdown_soft)
0x703314d0,shuttle_shift_down
0x48877b0f,shuttle_shift_up
0x74cb2212,sidious_sabre_jump_fall_full
0xb14462ca,sidious_sabre_jump_full
0x9f826c3e,sidious_sabre_jumpattack_fall_full
0x99325362,sidious_sabre_jumpattack_land_full
0xe24f014a,sidious_sabre_landhard_full
0x126cccc3,sidious_sabre_landsoft_full
0xdcbf8c32,sidious_sabre_sprint_full
0xc746e2ba,sidious_sabre_stand_attack_backwards
0x40c5b1ab,sidious_sabre_stand_dashattack_full
0xf7fde498,sidious_sabre_stand_gam_guard_full
0xff8f16ea,sidious_sabre_stand_idle_emote_full
0xc89c1514,sidious_sabre_stand_obiwan1b_end_full
0xe967b476,sidious_sabre_stand_obiwan1b_full
0x89e6a451,sidious_sabre_stand_runbackward_full
0xe4be9de9,sidious_sabre_stand_runforward_full
0x61c35a51,sidious_sabre_stand_turnleft_full
0x1f2f98f6,sidious_sabre_stand_turnright_full
0xc2b23bd1,sidious_sabre_stand_useforce_full
0x9d79b30b,sidious_sabre_stand_vaderdash
0x8d1ce1b7,sidious_sabre_stand_walkbackward_full
0x7fd919fb,sidious_sabre_stand_walkforward_full
0x69b9ec54,sidiouslz_sabre_stand_idle_emote
0x31b33bbd,sidiouslz_sabre_stand_runforward
0x9c59bf95,sidiouslz_sabre_stand_useforce
0x70ee4852,silence
0xcbff63ec,single_player_campaign
0x40bf93f0,single_player_conquest
0xbd7dcf6d,single_player_option
0x61e96352,sit_weap_doublesaber
0xd24518fc,skiff01_bump
0xad1d107,skiff_chunk1
0xe0d3cd80,skiff_chunk2
0xad64e35,skiff_chunk3
0xe5bf271f,skiff_engine_damage
0x40705e94,skiff_engine_damage_idle_property
0xece27bc6,skiff_engine_health
0x9cc71165,skiff_engine_high_idle
0xa247ed84,skiff_engine_high_idle_acceleration
0x193ea2b,skiff_engine_high_idle_property
0xf380d9d9,skiff_engine_high_idle_speed
0x87faae0c,skiff_engine_layered
0xba0d5c5b,skiff_engine_low_idle
0xaea16516,skiff_engine_low_idle_acceleration
0x3d9f080d,skiff_engine_low_idle_property
0x20ade17f,skiff_engine_low_idle_speed
0xc579fc67,skiff_engine_med_idle
0xa93e2d32,skiff_engine_med_idle_acceleration
0xb5f3a691,skiff_engine_med_idle_property
0x2a88e7bb,skiff_engine_med_idle_speed
0x645c8ca3,sky_2
0x425a1886,sky_3
0x1d7d295e,sky_bespin2
0x7fe6a25d,sky_endor
0x1f868b10,SKY_geo_horizin
0x3566b225,sky_geo_tech
0x80ce6ebc,sky_hoth
0x9eff9a61,sky_kam1
0xab2ab0ea,sky_naboo2
0xa0795998,SKY_spire
0xc6cb98bb,sky_swatch
0x8a5a72a,sky_tatooine
0xa6d73ddf,SKY_Tatooine1
0x1cda3638,sky_tatooine2
0x8849599c,sky_tatooine_flat
0x80ce50c1,sky_yav2
0xea405b84,sky_yav2_mountains
0x5234b296,sky_yav2_planet
0x2319093f,sky_yav2_trees
0xb5e50e50,sky_yavin
0x5b9354b5,sky_yavin_clouds
0x4527f859,sky_yavin_planet
0xf7b7a88b,Skybox
0xa052dd63,SkyboxHall1
0xdafc6ede,Skyboxlanding2
0x3cd8445c,skyfog_shader
0x62f7b9ca,Skylounge
0xb60af47f,Skylounge1
0x51db6847,slideloop1
0xffd13f68,slider_bg
0xbc95549c,slider_fg
0xab625f3e,slider_sound
0xe20d2152,small
0xdd29d0e8,small_arrow
0x1f8ae61a,small_exp_base
0x7d554e9e,small_foley_dirt
0x3254a3af,small_foley_dirt_config
0x4df0b3d5,small_foley_grass
0x147ac1fe,small_foley_grass_config
0x832827e,small_foley_marsh
0x581fdea2,small_foley_metal
0x90649b13,small_foley_metal_config
0xd4a4750,small_foley_stone
0x1c556a05,small_foley_stone_config
0xdb9befae,small_foley_water
0x3de7bc1,small_foley_waterdeep_config
0x716da446,small_foley_wood
0x2bbe5687,small_foley_wood_config
0xe2b57586,smallmetalroom
0x771bbdb2,smallplastic
0xb8348b5a,smoke_billow
0x1cc5c184,snailtank_icon
0x6a13e648,snow_1
0x520f4352,snow_3
0x4806ff9b,snow_cliff
0xb4844f5b,snow_wall
0x47ab7988,snowbump
0x99917433,snowspeeder_engine_damage
0x12fc0758,snowspeeder_engine_damage_idle_property
0xfbcd242,snowspeeder_engine_health
0x98e58559,snowspeeder_engine_high_idle
0xb4704b58,snowspeeder_engine_high_idle_acceleration
0x1cc65767,snowspeeder_engine_high_idle_property
0xbf21266d,snowspeeder_engine_high_idle_speed
0x152c3c28,snowspeeder_engine_layered
0xb3abe9e7,snowspeeder_engine_low_idle
0xe6b925b2,snowspeeder_engine_low_idle_acceleration
0x8d781711,snowspeeder_engine_low_idle_property
0xe0bf693b,snowspeeder_engine_low_idle_speed
0xdadee663,snowspeeder_engine_med_idle
0x2a7565be,snowspeeder_engine_med_idle_acceleration
0xcb5a8255,snowspeeder_engine_med_idle_property
0x97be4cd7,snowspeeder_engine_med_idle_speed
0x6c5e1d0,snowspeeder_icon
0x2dc912dd,snowtrooper
0x3997bc99,snw
0x3997bc99,SNW
0xf1efe688,snw_inf_wampa
0xdf9a39bf,soft_shift_down
0xfb938544,soft_shift_up
0xc289f5d9,soldier_footprint
0x10d58a38,soldier_footprint_bump
0xc8467065,SoldierAnimation
0x8e363bc6,SoundEvent_ctf
0x963d8be0,soundfx
0xed01244d,SPA
0xed01244d,spa
0x7d896512,SPA1
0x7d896512,spa1
0x8d74ea78,spa10_sky_landmass
0x73bbd066,spa10_sky_tatooine
0x9d74abbd,spa11_sky_geonosis
0xae4a331,spa11_sky_horizon
0x1d4428b,spa11_sky_landmass
0x5f4ef60a,spa11_sky_nebula1
0xf13c5c37,spa12_sky_dagobah
0x4603372,spa12_sky_horizon
0xd9fa0066,spa12_sky_landmass
0x9ef61ac1,spa12_sky_nebula1
0xb6d7112a,spa13_sky_endor
0x1daf88e1,spa13_sky_landmass
0x35d388fc,spa14_sky_horizon
0x710ce58c,spa14_sky_landmass
0x68f2bbbf,spa14_sky_nebula1
0xf6736e59,spa14_sky_utapau
0x4462822a,spa16_sky_lights
0x118042ba,spa16_sky_polis_massa
0x1fc9e4f1,spa1_all_shipturret
0xf6a0777f,spa1_all_shipturret_dam1
0x394ecd9,spa1_all_shipturret_lowrez
0x3985a010,spa1_bldg_boxturret
0xd5c0db8a,spa1_bldg_boxturret_lowrez
0x14a16ab1,spa1_bldg_grate1
0x9299e246,spa1_bldg_grate2
0xb49c5663,spa1_bldg_grate3
0x32a855b0,spa1_bldg_grate4
0x301193bd,spa1_bldg_moncal_01
0x28ed8cd5,spa1_bldg_moncal_01_lowrez
0xae0a0b52,spa1_bldg_moncal_02
0xea14c5dc,spa1_bldg_moncal_02_lowrez
0xd00c7f6f,spa1_bldg_moncal_03
0xaa12bdcf,spa1_bldg_moncal_03_lowrez
0x3388d1c8,spa1_bldg_moncal_destruct_01
0x3fb1ff32,spa1_bldg_moncal_destruct_01_lowrez
0xa93fa477,spa1_bldg_moncal_floor1
0x4845931b,spa1_bldg_moncalamari
0xbc53f0e0,spa1_bldg_moncalamari_02
0xe6567195,spa1_bldg_moncalamari_03
0xc14354c,spa1_bldg_rebelcruiser_detail_01
0x36182388,spa1_bldg_shield_red
0x590875f6,spa1_bldg_stardestroyer
0x340c7e50,spa1_bldg_stardestroyer_01
0x3bf688ca,spa1_bldg_stardestroyer_01_lowrez
0x1e0a1d17,spa1_bldg_stardestroyer_02
0x4b648547,spa1_bldg_stardestroyer_02_lowrez
0xbc07443a,spa1_bldg_stardestroyer_03
0x4f89dc54,spa1_bldg_stardestroyer_03_lowrez
0x9604c9d1,spa1_bldg_stardestroyer_04
0xcd486439,spa1_bldg_stardestroyer_04_lowrez
0x9c0294ac,spa1_bldg_stardestroyer_05
0xbdbeb9c6,spa1_bldg_stardestroyer_05_lowrez
0x35ffb583,spa1_bldg_stardestroyer_06
0xe262cd13,spa1_bldg_stardestroyer_06_lowrez
0x13fd4166,spa1_bldg_stardestroyer_07
0x97ff36c0,spa1_bldg_stardestroyer_07_lowrez
0x3dfb44ed,spa1_bldg_stardestroyer_08
0xc4b898e5,spa1_bldg_stardestroyer_08_lowrez
0xdbfae2e2,spa1_bldg_stardestroyer_command_01
0x5e026b4d,spa1_bldg_stardestroyer_command_02
0x33ffea98,spa1_bldg_stardestroyer_command_03
0xb5f3eb4b,spa1_bldg_stardestroyer_command_04
0x53f1126e,spa1_bldg_stardestroyer_command_05
0xc0e5ad43,spa1_bldg_stardestroyer_destruct_01
0x26e88c6c,spa1_bldg_stardestroyer_destruct_02
0x46ed3bfa,spa1_bldg_stardestroyer_destruct_04
0x7f583314,spa1_bldg_stardestroyer_destruct_04_lowrez
0x93b524,spa1_bldg_stardestroyer_detail_01
0x71615422,spa1_bldg_stardestroyer_hanger_01
0xf368dc8d,spa1_bldg_stardestroyer_hanger_02
0x4b5a5c8b,spa1_bldg_stardestroyer_hanger_04
0xe95783ae,spa1_bldg_stardestroyer_hanger_05
0x200b3054,SPA1_inf_01
0xfa08b5eb,SPA1_inf_02
0x2143c03d,spa1_map
0xc777a36,spa1_movies
0x4f50e546,SPA1_obj_01
0xd1586db1,SPA1_obj_02
0x57556f0c,SPA1_obj_03
0xd95cf777,SPA1_obj_04
0xf75ae81a,SPA1_obj_05
0x59623e25,SPA1_obj_06
0xef5f58b0,SPA1_obj_07
0x513f9f4b,SPA1_obj_08
0xef3cc66e,SPA1_obj_09
0x2bc0c68,SPA1_obj_10
0xecbe285d,SPA1_obj_11
0x6ab69ff2,SPA1_obj_12
0x8cb9140f,SPA1_obj_13
0x6ab222c4,SPA1_obj_14
0x84b48a49,SPA1_obj_15
0xe2accf7e,SPA1_obj_16
0x4af439b,SPA1_obj_17
0xe2cf61c0,SPA1_obj_18
0xcd1e275,SPA1_obj_19
0x78249359,SPA1_obj_20
0x1e21c714,SPA1_obj_21
0xf81f4cab,SPA1_obj_22
0x161d3d4e,SPA1_obj_23
0x202e962d,SPA1_obj_24
0xf62c1578,SPA1_obj_25
0x80291d1f,SPA1_obj_26
0x9e270dc2,SPA1_obj_27
0x78381b11,SPA1_obj_28
0x7e35e5ec,SPA1_obj_29
0x85011de,SPA1_obj_30
0x2a5285fb,SPA1_obj_31
0x10549ba4,SPA1_obj_32
0x2a570329,SPA1_obj_33
0x9059e252,SPA1_obj_34
0xb25c566f,SPA1_obj_35
0xa85e8548,SPA1_obj_36
0x12616abd,SPA1_obj_37
0x2863cbf6,SPA1_obj_38
0xa65db53,SPA1_obj_39
0xac9ed96f,SPA1_obj_40
0x8a9c6552,SPA1_obj_41
0xca3edbd,SPA1_obj_42
0xa2a10848,SPA1_obj_43
0x249508fb,SPA1_obj_44
0x29294de,SPA1_obj_45
0x24998629,SPA1_obj_46
0xa971ea4,SPA1_obj_47
0xacb26127,SPA1_obj_48
0x8aafed0a,SPA1_obj_49
0x3e078c74,SPA1_obj_50
0x18098f39,SPA1_obj_51
0xb602392e,SPA1_obj_52
0x1805120b,SPA1_obj_53
0x96111158,SPA1_obj_54
0xc013920d,SPA1_obj_55
0x3e0c09a2,SPA1_obj_56
0xa00ee27f,SPA1_obj_57
0x1e1ae1cc,SPA1_obj_58
0x981de071,SPA1_obj_59
0x33befbc5,SPA1_obj_60
0x49bcdfd0,SPA1_obj_61
0x33ba7e97,SPA1_obj_62
0xd1b7a5ba,SPA1_obj_63
0xabb52b51,SPA1_obj_64
0xb1b2f62c,SPA1_obj_65
0x9150ae34,spa1_objective_vo
0x42a24f00,spa1_objective_vo_slow
0xe61f670e,spa1_prop_allterminal
0xb4cb6516,spa1_prop_allterminal_dam1
0xd2a91078,spa1_prop_allterminal_lowrez
0xb049ec02,spa1_prop_asteroid
0xa4c4012c,spa1_prop_asteroid_lowrez
0xac27a6e3,spa1_prop_asteroidLG_03
0x6b609696,spa1_prop_asteroidMD_02
0x384f8c9,spa1_prop_correliancruiser
0xe8f2d6e1,spa1_prop_correliancruiser_lowrez
0xb8a66435,spa1_prop_deathstar
0x648285d1,spa1_prop_imp_controlunit
0xe8e218df,spa1_prop_imp_controlunit_dam1
0xde1fb839,spa1_prop_imp_controlunit_lowrez
0x22686a04,spa1_prop_imp_shipturret
0xb7d64dac,spa1_prop_imp_shipturret_dam1
0x7594ae2e,spa1_prop_imp_shipturret_lowrez
0xac46f5d1,spa1_prop_impdoor
0x59c4f279,spa1_prop_impterminal
0xfd5d50d2,spa1_prop_impterminal_dam
0xb1d8f4f1,spa1_prop_impterminal_lowrez
0x7a7a05a2,spa1_prop_medicalfrigate
0xa55e157c,spa1_prop_medicalfrigate_dome
0x2abd5b76,spa1_prop_medicalfrigate_dome_lowrez
0xfeb214c,spa1_prop_medicalfrigate_lowrez
0x9547f810,spa1_prop_minidestroyer1
0x7f4596d7,spa1_prop_minidestroyer2
0x74f28e22,spa1_prop_minidestroyer2_dest
0x9d22cc67,spa1_prop_minidestroyer_deckplate
0x1ba9ef37,spa1_prop_minidestroyer_deckplate_lowrez
0x968f4061,spa1_prop_minidestroyer_detail
0x871d0329,spa1_prop_minidestroyer_detail_lowrez
0xd0a7d779,spa1_prop_nebula1
0x6ea0816e,spa1_prop_nebula2
0xd0a35a4b,spa1_prop_nebula3
0x8c31cc7a,spa1_prop_pipeage
0x7ffe094,spa1_prop_pipeage_lowrez
0xd7469041,spa1_prop_pipes1
0xe9c51639,spa1_prop_planetearth
0xf47db7b1,spa1_prop_planetearth2
0x7a7ab90c,spa1_prop_planetearth3
0x83251afb,spa1_prop_servicetruck
0x4ec3211b,spa1_prop_servicetruck_lowrez
0xedead7fc,spa1_sfx_explosion02
0xabe18e26,spa1_sfx_lasertrail
0x953ddc4d,spa1_sfx_lasertrail_b
0x3c4a9f48,spa1_sky
0x1ddd7a50,spa1_sky_landmass
0x1ec0e79b,spa1_sky_nebula1
0x5354d8dc,spa1_sky_Yavin
0x6745e107,spa1_stardestroyer_floor2
0x45436cea,spa1_stardestroyer_floor3
0xf78dd4a3,spa1_stardestroyer_rafter
0x42a1d5ae,spa1_weap_boxturret
0x837a8998,spa1_weap_boxturret_lowrez
0xff991922,spa1_weap_moncal_blistercannon
0x9f0b2668,spa1_weap_moncal_roundturret
0x349ab052,spa1_weap_moncal_roundturret_lowrez
0xc8eff9c3,spa1g_1flag
0xf5bea1bf,spa1g_ass
0xd8b653f3,spa1g_c
0xad5c79db,spa1gcw
0x6f5a81e3,spa1gcw_foley
0xb98728b9,spa1gcwtrig
0x8b31321,spa1ingame
0x5656059d,spa1ingamefr
0x7fb51a8e,spa1ingamegr
0xff90ed7d,SPA2
0xff90ed7d,spa2
0x8be6630f,spa2_bldg_shield
0x60a0716f,spa2_bldg_shield_lowrez
0xf4fa7f06,spa2_map
0x3a2d35e7,spa2_movies
0xc9cb269f,SPA2_obj_01
0x3fce1ef8,SPA2_obj_02
0x69d09fad,SPA2_obj_03
0x5fbf46ce,SPA2_obj_04
0x41c1562b,SPA2_obj_05
0x67c3d094,SPA2_obj_06
0xc1c69cd9,SPA2_obj_07
0xe7dc9efa,SPA2_obj_08
0x49df77d7,SPA2_obj_09
0x366031dd,SPA2_obj_10
0x4c5e15e8,SPA2_obj_11
0xd65b1d8f,SPA2_obj_12
0xb458a972,SPA2_obj_13
0xce5693c9,SPA2_obj_14
0xb4542c44,SPA2_obj_15
0x4e514d1b,SPA2_obj_16
0x2c4ed8fe,SPA2_obj_17
0x5673ebf5,SPA2_obj_18
0x2c716b40,SPA2_obj_19
0xa0f7788c,SPA2_obj_20
0x1afa7731,SPA2_obj_21
0x98f2eec6,SPA2_obj_22
0xbaf562e3,SPA2_obj_23
0x39016230,SPA2_obj_24
0xa30447a5,SPA2_obj_25
0x40fcf19a,SPA2_obj_26
0x22ff00f7,SPA2_obj_27
0xc0e42334,SPA2_obj_28
0x9ae625f9,SPA2_obj_29
0x2f8ef7e7,SPA2_obj_30
0xd8c83ca,SPA2_obj_31
0xaf943e95,SPA2_obj_32
0x8591bde0,SPA2_obj_33
0x8784f513,SPA2_obj_34
0xa582e5b6,SPA2_obj_35
0x278a6e21,SPA2_obj_36
0xad876f7c,SPA2_obj_37
0x2f7b702f,SPA2_obj_38
0xd78fc12,SPA2_obj_39
0xab4062b6,SPA2_obj_40
0x8d427213,SPA2_obj_41
0xb344ec7c,SPA2_obj_42
0x2d47eb21,SPA2_obj_43
0x134a00ca,SPA2_obj_44
0x354c74e7,SPA2_obj_45
0x8b4f3ae0,SPA2_obj_46
0xb551bb95,SPA2_obj_47
0x8b2ca89e,SPA2_obj_48
0xad2f1cbb,SPA2_obj_49
0xfb14b1d1,SPA2_obj_50
0x1127cac,SPA2_obj_51
0x9b0f9d83,SPA2_obj_52
0x790d2966,SPA2_obj_53
0x831e8245,SPA2_obj_54
0x991c6650,SPA2_obj_55
0x831a0517,SPA2_obj_56
0x21172c3a,SPA2_obj_57
0xfb012a19,SPA2_obj_58
0xa0fe5dd4,SPA2_obj_59
0x65abf880,SPA2_obj_60
0x8fae7935,SPA2_obj_61
0x6da787ea,SPA2_obj_62
0x8fa9fc07,SPA2_obj_63
0xda2739c,SPA2_obj_64
0x7a4a8c1,SPA2_obj_65
0x859d2056,SPA2_obj_66
0xe79ff933,SPA2_obj_67
0x8598a328,SPA2_obj_68
0x6f9abf1d,SPA2_obj_69
0x73f48f7b,SPA2_obj_70
0x51f21b5e,SPA2_obj_71
0x73f90ca9,SPA2_obj_72
0x59f6a524,SPA2_obj_73
0xfbfe5fef,SPA2_obj_74
0xd9fbebd2,SPA2_obj_75
0x5c03743d,SPA2_obj_76
0xf2008ec8,SPA2_obj_77
0x5407e4d3,SPA2_obj_78
0x7205d576,SPA2_obj_79
0x7ff4fbda,SPA2_obj_80
0x61f70b37,SPA2_obj_81
0x40f0fe51,spa2_objective_vo
0xb04813ec,spa2_prop_antenna_destruct
0x7b8872f9,spa2_prop_minifedcruiser
0xc8fcb608,spa2_prop_minifedcruiser_dest
0xce2291b,spa2_prop_minifedcruiser_detail
0xbbbd53b,spa2_prop_minifedcruiser_detail_lowrez
0xb192b8f1,spa2_prop_minifedcruiser_dome
0x453c76f7,spa2_prop_minifedcruiser_graphics_lowrez
0xb935f271,spa2_prop_minifedcruiser_lowrez
0xf6be1b55,spa2_prop_minirepassault
0xe836b559,spa2_prop_minirepassault_01
0x651a35d1,spa2_prop_minirepassault_01_lowrez
0x862f5f4e,spa2_prop_minirepassault_02
0xd17cc5b8,spa2_prop_minirepassault_02_lowrez
0xa8da39dc,spa2_prop_minirepassault_dest
0xed6271cf,spa2_prop_pipeage
0x28913371,spa2_prop_repscaffold
0x4fb4e459,spa2_prop_repscaffold_lowrez
0x2c95997f,spa2_prop_shipturret1
0xed94a73f,spa2_prop_shipturret1_lowrez
0xfda5e103,spa2_sfx_prop_antenna_descruct_exp
0xf96ea543,spa2_sky_01
0xe4427825,spa2_sky_coresant
0x956e6e01,spa2_sky_coresant_city
0x879b75e9,spa2_sky_coresant_city2
0x6d990e64,spa2_sky_coresant_city3
0x6172d3e1,spa2_sky_coruscant_clouds
0xc712e4b3,spa2_sky_horizon
0x5ea03620,spa2_sky_nebula1
0x89d7027,spa2_sky_nebula2
0xe69afc0a,spa2_sky_nebula3
0x583be402,spa2c_c
0xe8668526,spa2c_c_movies
0xf8f6ed4f,spa2cw
0xe8fd04ef,spa2cw_foley
0xc63b5c2d,spa2cwtrig
0xf980dc18,spa2fly
0x5568519a,spa2ingame
0x31a2ed92,spa2ingamefr
0x1abe5ad1,spa2ingamegr
0x958e0808,SPA3
0x958e0808,spa3
0x9fdd8507,spa3_map
0xeb4a9cf8,spa3_movies
0x95dcbaac,SPA3_obj_01
0x2fd9db83,SPA3_obj_02
0xdd76766,SPA3_obj_03
0x17e8c045,SPA3_obj_04
0x2de6a450,SPA3_obj_05
0x17e44317,SPA3_obj_06
